Optimize a model with 5853 rows, 87075 columns and 264406 nonzeros
Model has 1892 quadratic objective terms
Model has 1936 quadratic constraints
Coefficient statistics:
  Matrix range    [1e+00, 1e+03]
  Objective range [0e+00, 0e+00]
  Bounds range    [1e+00, 4e+01]
  RHS range       [1e+00, 1e+04]
Presolve removed 175 rows and 5504 columns
Presolve time: 0.40s
Presolved: 320482 rows, 238951 columns, 1186626 nonzeros
Variable types: 159272 continuous, 79679 integer (79636 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   46753    8.2878469e-04   6.358482e+03   0.000000e+00      5s
   52396    9.0171329e-04   1.370120e+04   0.000000e+00     10s
   55115    9.4119184e-04   2.044646e+04   0.000000e+00     16s
   57378    9.6553186e-04   1.434850e+04   0.000000e+00     20s
   64581    1.0357458e-03   8.732793e+03   0.000000e+00     25s
   72708    1.0883520e-03   5.480360e+03   0.000000e+00     30s
   78728    1.1177040e-03   8.451590e+03   0.000000e+00     35s
   82942    1.1390159e-03   7.222840e+03   0.000000e+00     40s
   88360    1.1663198e-03   7.474468e+03   0.000000e+00     45s
   91972    1.1829371e-03   4.977307e+03   0.000000e+00     50s
   96186    1.2002848e-03   6.304058e+03   0.000000e+00     55s
  100701    1.2217517e-03   8.768138e+03   0.000000e+00     60s
  106119    1.2406137e-03   7.626280e+03   0.000000e+00     65s
  109129    1.2527145e-03   1.476243e+04   0.000000e+00     70s
  111838    1.2627661e-03   1.546414e+04   0.000000e+00     75s
  115450    1.2734202e-03   6.698244e+03   0.000000e+00     80s
  118460    1.2826805e-03   2.018225e+04   0.000000e+00     85s
  121470    1.2903589e-03   1.181855e+04   0.000000e+00     90s
  125684    1.3070522e-03   7.604108e+03   0.000000e+00     96s
  128092    1.3147206e-03   4.179253e+03   0.000000e+00    100s
  130500    1.3224390e-03   1.092917e+04   0.000000e+00    105s
  132908    1.3282861e-03   7.765601e+03   0.000000e+00    111s
  135015    1.3345684e-03   5.842019e+03   0.000000e+00    115s
