Optimize a model with 6675 rows, 105984 columns and 321631 nonzeros
Model has 2162 quadratic objective terms
Model has 2209 quadratic constraints
Coefficient statistics:
  Matrix range    [1e+00, 1e+03]
  Objective range [0e+00, 0e+00]
  Bounds range    [1e+00, 4e+01]
  RHS range       [1e+00, 1e+04]
Presolve removed 187 rows and 6302 columns
Presolve time: 0.51s
Presolved: 392107 rows, 292468 columns, 1453092 nonzeros
Variable types: 194948 continuous, 97520 integer (97474 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   50074    8.4751837e-04   6.056002e+03   0.000000e+00      5s
   64758    1.0713495e-03   7.468188e+03   0.000000e+00     10s
   69650    1.1237525e-03   1.603144e+04   0.000000e+00     15s
   73451    1.1604981e-03   8.126448e+03   0.000000e+00     20s
   79851    1.2308276e-03   5.090879e+03   0.000000e+00     25s
   86760    1.2789911e-03   5.622509e+03   0.000000e+00     30s
   91366    1.3095834e-03   1.156139e+04   0.000000e+00     35s
   96630    1.3381125e-03   7.111814e+03   0.000000e+00     40s
  101565    1.3603716e-03   5.918797e+03   0.000000e+00     45s
  106829    1.3833401e-03   5.070191e+03   0.000000e+00     50s
  112422    1.4081850e-03   6.057556e+03   0.000000e+00     55s
  116699    1.4258167e-03   3.823660e+03   0.000000e+00     60s
  119660    1.4361310e-03   6.386515e+03   0.000000e+00     65s
  122621    1.4451232e-03   6.244682e+03   0.000000e+00     70s
  127227    1.4610409e-03   8.124153e+03   0.000000e+00     75s
  130517    1.4740802e-03   1.264397e+04   0.000000e+00     80s
  135123    1.4888252e-03   9.700137e+03   0.000000e+00     86s
  137426    1.4966836e-03   1.925285e+04   0.000000e+00     91s
  140387    1.5044506e-03   6.161347e+03   0.000000e+00     95s
  142690    1.5111614e-03   1.797219e+04   0.000000e+00    100s
  145322    1.5188192e-03   4.268284e+04   0.000000e+00    105s
  148283    1.5356055e-03   8.086648e+03   0.000000e+00    110s
  150586    1.5430879e-03   1.056051e+04   0.000000e+00    115s
  153218    1.5504666e-03   1.943814e+04   0.000000e+00    121s
